,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.16501431219135573,0.16467403927504592,0.1669010581012706,0.16513034065271917,0.1727191264896982,0.245441170466185,0.23652330901044483,0.23999226155273964,0.24652331364591612,0.2401656969868269,0.3172462987835575,0.3143900304268929,0.31849473122754696,0.31795977509061624,0.3159515433267878,0.3100434951800879,0.3214173417889151,0.3102210822676506,0.32170939574901974,0.3088083075403121
1,0.16678698399537267,0.16348596986245006,0.17397420674513897,0.16453108844209235,0.16880316185592545,0.24690306432240552,0.2369776118290968,0.2374590416188543,0.23768302195919272,0.24591985123718513,0.3165736862064677,0.31333746928143386,0.3241757681528624,0.3151435692858731,0.31482554083617753,0.3078131769079736,0.3203406483402871,0.30884457198764176,0.3185035712308535,0.30699263558229706
2,0.16757547244012613,0.16583231507947718,0.17154051654769512,0.16622576082282475,0.1745306749791021,0.24759090224843158,0.23824112048696794,0.23946768443358254,0.24323310940048892,0.2490783804945742,0.31737100254055467,0.3144465123258514,0.3157717377118267,0.3105544173896719,0.3141535033854986,0.30875553752793156,0.31953625688023707,0.3080129811693697,0.3096806221488663,0.30791853055546636
3,0.16888734098755623,0.1676390909085218,0.16940810645247767,0.17057949364736946,0.17125943866342153,0.24770243981327744,0.2386898851582805,0.23826365106833378,0.24802613596497716,0.24717259754207555,0.3192671316920924,0.3174540473167755,0.31730425947352536,0.3113051800152904,0.3136649366994704,0.30753680306599274,0.3186505242767449,0.30663352176766273,0.31296345438437684,0.3069776559894325
4,0.17057979597299136,0.16607644295518129,0.17515137793152694,0.16777807308689116,0.17134603455996295,0.24947039682355357,0.24017450659692058,0.24246487210235362,0.24428046761189734,0.2517297157825411,0.3159030015966522,0.3122821023019217,0.31941565380496495,0.3074105757905873,0.31314167130561765,0.3065244473627502,0.317265413089428,0.305787736511203,0.31604506259845694,0.30599981222864453
5,0.17119298363898633,0.16776994973829368,0.1716248579156027,0.1758348943139035,0.1750714672545626,0.2511268934852447,0.240064518444774,0.24465725838931895,0.2503225838514744,0.2611364033962397,0.3131407754900605,0.3065032213868976,0.31612638435005713,0.3101911835038532,0.3130100178897407,0.3061553224377019,0.3168315377587454,0.3048246002878319,0.31669162684203034,0.3036449169873516
6,0.17121658459295938,0.1701518165188606,0.1765216151924464,0.16991949891397246,0.17616506368735838,0.25003718578582834,0.24406925422167836,0.24270018165726018,0.24938742424921517,0.25413413967458603,0.31242818096829256,0.3143292864246041,0.31645761013710566,0.3111306120690461,0.3111059650950954,0.3044480364496445,0.31551750559793706,0.3048617576917728,0.301782916608001,0.30208166035284195
7,0.17178489453763596,0.16946386162668592,0.18011866796252357,0.17139531580321118,0.17433676890551617,0.25259681845044024,0.2455410930516919,0.24297688450936236,0.2560093512394753,0.2599000122539972,0.31313667621283325,0.31253355759964413,0.3160331592734675,0.3091610801545082,0.3101448804890379,0.3022601598190234,0.31464070819118645,0.3046385562586623,0.3168049223724901,0.30170798506052937
8,0.17318411221568172,0.17215134814787666,0.17681614828856665,0.1735979602857286,0.1828763032477729,0.2520253207278685,0.24551422840659376,0.2462843252519578,0.24470354204527414,0.25588787046210215,0.3088027605178812,0.31054360493828026,0.308637691409402,0.3076874756395723,0.30880761622925057,0.3031014163458139,0.3134982783730483,0.30145780842993997,0.319133493130635,0.301692267349148
9,0.17455802212180063,0.17349246636956006,0.1854129836899764,0.17725374072414854,0.18144626257269503,0.25330291948352573,0.2438288601138707,0.24601724993385335,0.25279716302509525,0.2604369507062217,0.30481654546410447,0.3120602654509769,0.31232208133202327,0.30943756188033694,0.3074150835944662,0.30082897929022084,0.31232330099439715,0.3014755553307477,0.30570009568014705,0.3020364961342374
